tokens,LOC,ORG,PER,sentiment,neutral,positive
komisija pod vodstvo jerič vodja jerič vodja za kultura,0,0,1,3,1,-1
pa biti tudi jeral iz urad,0,0,1,3,1,-1
izidor jeral iz za prostor in,0,1,0,3,1,-1
p vstop v evropski unija beseda jesti na ponudba dober igralec,1,0,0,3,1,-1
vstop hrvaški v unija eu evropski unija biti hrvaški biti hrvat državljan in biti izenačen,1,0,0,3,1,-1
napovedovati prelog športen športen direktor klub nk nk klub z dodajati p njegov,0,0,1,3,1,-1
dom iz se prav,1,0,0,3,1,-1
komentirati v koper biti imeti v fc biti imeti lani,0,1,0,3,1,-1
imeti trenuten trije kar jesti saj biti državljan eu in šafarić s biti poskušati okrepiti,0,0,1,4,0,1
klub v in čakovec,1,0,0,3,1,-1
v varaždin in bold obisk,1,0,0,3,1,-1
liga pravi predsednik zavrč miran vuk pravi predsednik nk miran vuk predsednik nk zavrč vuk,0,1,0,3,1,-1
dan kolesariti po ustaviti se list za zelen širiti okoljski zavest ko jesti vstopiti v evropski,1,0,0,3,1,-1
dolg podvig do devetinpetdesetleten zagorjati n pot do biti on oropati olimpijski igra v najtežek jesti finančen jesti biti velik zalogaj,1,0,0,3,1,-1
jesti startati v danes se,1,0,0,3,1,-1
drug ustaviti v skupaj biti,1,0,0,3,1,-1
cilj v biti prispel teči oda do bruselj sicer kilometer oda do bruselj,1,0,0,3,1,-1
planinski transverzati oda do ankaran,1,0,0,3,1,-1
oda maribor do med,1,0,0,3,1,-1
biti kolesariti po kjer jesti ukrajina kazahstan,1,0,0,3,1,-1
jesti voditi po ukrajina,1,0,0,3,1,-1
po madžarski rusija,1,0,0,3,1,-1
rusija mongolija in,1,0,0,3,1,-1
kazahstan in kitajska,1,0,0,3,1,-1
mongolija in na dan,1,0,0,3,1,-1
oda zagor do sicer pa jesti oda zagor do,1,0,0,3,1,-1
tek osvojiti tudi blanca let,1,0,0,3,1,-1
slovenija vstopiti v unija pa,1,0,0,3,1,-1
pahor jesti v elektrarna krško dejati v nuklearen elektrarna dejati da in drug blok ki imeti premiera pahor v elektrarna nek krško nuklearen elektrarna nek pojasnilo da njegov ocena jesti krško s skoraj ocena jesti nek s skoraj 24,0,1,0,3,1,-1
objekt na spodnji in drug blok hidroelektrarna na spodnji in gradnja he objekt na spodnji in tak prispevati hidroelektrarna na spodnji v čas,1,0,0,3,1,-1
prostorski načrt za brežice biti sprejet načrt za he biti sprejet kasneje,0,1,0,3,1,-1
ob zaplet s pa do januar,1,0,0,3,1,-1
današnji obisk v ozir občina krško pahorje biti v spremljati minister za,1,0,0,3,1,-1
k energetski oskrba p njegov kje on biti dobiti jesti,1,0,0,3,1,-1
pahor fota gled on si,0,1,0,3,1,-1
he povedati direktor hidroelektrarna na spodnji hidroelektrarna na spodnji bogdan barbič na spodnji sava barbič jesti,0,1,0,3,1,-1
hidroelektrarna na spodnji nika galeša jesti na spodnji sava galeša jesti biti,1,0,0,3,1,-1
špec potočar čelo občinski uprava špec potočar,0,0,1,3,1,-1
saša murtič koba in borut do januar 2011 koba oda,0,0,1,3,1,-1
zdaj menda čakati ban nov največkrat omenjati ime ban vodja zadeva tesen sodelavko ki,0,0,1,3,1,-1
že peti direktor uprava v čas najprej na čelo uprava mojca špec vršilec dolžnost direktor uprava biti postati že zaposlen v uprava biti za direktor v uprava priti s del direktor uprava jesti zelo,0,1,0,3,1,-1
uprava priti s nov mesto priti s komunati mesto zakati,0,1,0,3,1,-1
hokejist v ne trenirati zaradi v košarka v tivoli imeti kje športen objekt tivoli in zalog saj si tivoli deliti z na led v vrniti po ep ko v tivoli zaradi ep,1,0,0,2,0,0
ep v ne delati hladilen saj tudi v led biti hati tivoli in dodati september v ponedeljek nared lahek trenirati v jesti včeraj zadolžen za park zel,1,0,0,2,0,0
edin led v ki biti na drug konec da biti,1,0,0,3,1,-1
saj on v biti suh trening v potruditi,1,0,0,3,1,-1
biti morala vprašati zavod šport ljubljana javen zavod šport ki upravljati boris makoter iz ljubljana ki,0,1,0,3,1,-1
jesti včeraj napovedati makoter iz šport jesti povedati in dodati jesti dejati ki se,0,0,1,3,1,-1
biti se pokvariti hladilnica ki da biti se pokvariti kompresor,0,1,0,3,1,-1
rezerven del iz tak da,1,0,0,3,1,-1
sonce n do 29 stopinja danes na mogoč dva 23 na do 27 stopinja podoben n se biti ogreti,1,0,0,3,1,-1
p podatek rs za zaščita,0,1,0,3,1,-1
težava v jesti voda zaliti,1,0,0,3,1,-1
črpati tudi v na ptuj,1,0,0,3,1,-1
apača na in v ormož,1,0,0,3,1,-1
ptuj in v mati pred,1,0,0,3,1,-1
popoldan jesti v jurij ob ščavnica,1,0,0,3,1,-1
zaliti v kraj v občina sevnica,1,0,0,3,1,-1
kraj podvrh v sevnica mati,1,0,0,3,1,-1
tudi v kraj dopoldan jesti,1,0,0,3,1,-1
jesti v naselje v občina postojna,1,0,0,3,1,-1
naselje hruševje v postojna zaradi zamašen,1,0,0,3,1,-1
zjutraj zaliti v sobota v cankarjev,1,0,0,3,1,-1
murski sobota v ulica kjer,1,0,0,3,1,-1
toča jesti proti nič se jesti trenuten v 18 stopinja in,1,0,0,3,1,-1
p podatek rs za okolje po podatek pa naj biti zanimivost p podatek rs za okolje za okolje jesti let,0,1,0,3,1,-1
tudi drugod po po podatek,1,0,0,3,1,-1
dan sneženje na ki jesti,1,0,0,3,1,-1
gašpar mišič član gašpar mišič član pri njegov vključno z mišič s biti ponedeljkov imenovanje mišič nekdanji nekdanji poslanec in donedaven državen za predsednik uprava koper sestanek predsednik uprava luka sestanek se kateri biti imenovati gašpar mišič nepričakovan glasovati za spomniti imenovanje za šef luka mišič za šef jesti šokirati slovenski pri kateri jesti opravljati naloga državen biti za zamenjava morala imenovati šest,0,0,1,2,0,0
skupina ps pojasnilo biti poslanec,0,0,1,3,1,-1
vlada in vodja alenka bratušek in vodja ps bratušek da premierek in vodja alenka bratušek in vodja ps bratušek ki,0,1,0,3,1,-1
biti dajati dati pobuda na na časten razsodišče nadzornik slovenija nadzornik slovenija jesti časten jesti časten razsodišče dati pobuda za,0,1,0,3,1,-1
imenovanje predsednik uprava koper predstavnica predsednik uprava luka predstavnica združenje na kadrovanje v jesti njihov,0,1,0,3,1,-1
volja lastnikov odškodninski družba,0,1,0,3,1,-1
največ podpora pozitiven slovenija demokrat biti s parlamentaren prag gora sds odstotek vprašan pa ne biti,0,1,0,3,1,-1
sled sds prehiteti pozitiven slovenija sledeti še odstotek,0,1,0,3,1,-1
desus prehiteti slovenija socialen desus prehiteti pozitiven socialen demokrat tretji mesto prehiteti slovenija n mesto prehiteti pozitiven n volitve oda september padati slovenija š september padati pozitiven š naprej voliti stranka pozitiven n tretji,0,1,0,3,1,-1
on jesti za tv izvesti agencija,0,1,0,3,1,-1
tv izvesti agencija s volitve le polovica jesti telefonski raziskava desus po anketa podpirati odstotek,0,1,0,3,1,-1
odstotek volivec podpirati štirje odstotek trend padanje podpora ki jesti odstotek in odstotek,0,1,0,3,1,-1
n slovenija in list pa biti n rep od avgust podpora že nekaj čas list anket odstotek 13 odstotek,0,1,0,3,1,-1
reševalen služba v janez kramar služba v zd kramar ki reševalen služba v velenje janez kramar služba v zd janez kramar v zd velenje kramar ki pristojen institucija jesti med drug da jesti dobiti odpoved z ambulanta p pričanje jesti zupančič jesti oster zavrniti navedba da,0,1,0,3,1,-1
oddelek tožilstvo v darko oprešnik tožilstvo v velenje oprešnik zaposlen,1,0,0,3,1,-1
izstopati svetovalka na za zdravje maj ministrstvo za zdravje šalamun jesti kot,0,1,0,3,1,-1
let odstopiti predsednik za preprečevanje korupcija za preprečevanje korupcija klemenčič januar zaslužiti nekdanji vodja za preprečevanje korupcija za preprečevanje korupcija klemenčič prejem nagrada dejati in priznanje komentirati let postati šef komisija ki prihodnost nazaj klemenčič klemenčič se,0,1,0,4,0,1
pobudnica v slovenija milena pobudnica botrstvo v milena štular in botrstvo v slovenija štular in fotograf,0,1,0,3,1,-1
društvo naroden dom crnek junij,0,0,1,3,1,-1
za kompleksen snov jožef stefan alenka institut jožef stefan mertelj december,0,1,0,3,1,-1
včerajšnji slovesnost v gledališče ljubljana ob v lutkoven gledališče ob prejem nagrada,0,1,0,3,1,-1
ta med priključek in višnji gor n odsek avtocesta višnji gor,1,0,0,3,1,-1
priključek grosuplje in gor zaprt zaradi avtocesta grosuplje gor proti nov,1,0,0,3,1,-1
višnji gor proti mesto jesti zjutraj,1,0,0,3,1,-1
na regionalen cesta puščati v puščati v in petrič,1,0,0,3,1,-1
cesta ruša v ruša in,1,0,0,3,1,-1
v ruša in fikšinec pri,1,0,0,3,1,-1
in petrič pri fikšinec fikšinec pri previdnost jesti,1,0,0,3,1,-1
potreben na cesta idrija godovič,1,0,0,3,1,-1
spodnji idrija zaradi možnost padanje,1,0,0,3,1,-1
cesta cesta med aškerčev,1,0,0,3,1,-1
slovenski cesta med cesta in šubičev,1,0,0,3,1,-1
aškerčev cesta in ulica v ljubljana,1,0,0,3,1,-1
šubičev ulica v oda 21,1,0,0,3,1,-1
zjutraj sobota gederovec gederovec v sobota oda 20,1,0,0,3,1,-1
murski sobota v murski sobota,1,0,0,3,1,-1
zjutraj cesta v slovenski,1,0,0,3,1,-1
ljubljanski cesta v bistrica oda 20,1,0,0,3,1,-1
ura sevnica,1,0,0,3,1,-1
brega brestanica v brestanica v oda 16,1,0,0,3,1,-1
sevnica v sevnica oda,1,0,0,3,1,-1
regionalen cesta brežice v brežice v oda 20,1,0,0,3,1,-1
cesta krško v krško oda,1,0,0,3,1,-1
delničar biti predlagati skupaj biti močen razširiti dneven red maj predlagati imenovanje poseben lastniški delež predlagati da poleg ta v predlagati da,0,1,0,4,0,1
da skupščina sprejeti sklep revizija posel v in na podlaga tudi petrola istrabenz jesti na petrola istrabenz jesti na predlog dneven red skupščina jesti podpreti tudi ki imeti v odstoten zaradi kateri jesti nastal nepopravljiv škoda da poslovodstvo na osnova izsledek da sredstvo biti biti uporabljen že v proces pogajanje z in skoraj pripeljati v stečaj zavzemati za stečaj oda zoran kot potencialen prodajalec naložba omenjati medij bavčar skupščina se biti z ugotovitev izreden revizija za leto 2007,0,1,0,2,0,0
nadzoren svet bavčar fota blaž fota blaž garbajs gra za političen gonja zoper mena jesti v odziv se spraševati in dodajati nekdo odgovarjati se tudi postavljati tak pravi že v se še spraševati skupščina istrabenz,0,0,1,1,0,0
igor bavčar fota garbajs bavčar gra,0,0,1,3,1,-1
istrabenz oda janković do minister,0,0,1,2,0,0
minister za gospodarstvo lahovnik in,0,0,1,2,0,0
medij reči pisarna senica,0,1,0,2,0,0
predlagati jesti družba slovenija ter seznanitev jesti družba kpmg ter seznanitev izreden,0,1,0,3,1,-1
revizijski poročiti družba revizija o ugotovitev,0,1,0,3,1,-1
rešitev kriza unija v bruselj biti finančen minister doseči dogovor do iz leten proračun ki znašati pomemben odločitev v običajen trajati vsaj sredstvo v proračun kar naj,0,1,0,3,1,-1
evropski unija v v napet tekma navedba vir v že pred nekaj na pogajanje v močen prizadevati za v bolnišnica v n sestanek sreda sestanek v sporočiti da biti naznaniti v,1,0,0,3,1,-1
odpreti borza na zelandija minister,1,0,0,3,1,-1
hoc mehanizem posojilo v pomoč pri,0,1,0,2,0,0
trg tudi o in portugalska,0,1,0,2,0,0
o španija in padanje borzen,0,1,0,2,0,0
finančen ministrov pripraviti komisija pra t obstoječ sistem komisija omogočati uporaba naj biti biti komisija pooblaščen za ne let komisija naj biti,0,1,0,4,0,1
jesti začeti preverjati seznanjen nlb za trg vrednosten trg vrednosten papir jesti začeti preverjati č biti ugotoviti da o omenjen postopek biti seznanjen,0,1,0,3,1,-1
ko biti šrot zaseči delnica v večinski last šrot delovati,0,0,1,2,0,0
šrot zaseči delnica laško in mercator zaseči delnica pivovarna in mercator zapleniti 51 odstotek laško in 51 odstotek pivovarna in odstotek delež odstotek laško in odstotek pivovarna in odstotek na lanski skupščina laško še lanski skupščina pivovarna še piš,0,1,0,3,1,-1
pivovarna laško in delovati usklajen in odstotek med on in odstotek jesti zaseči nlb dividenden politika v poleg ta,0,1,0,3,1,-1
poročati današnji kota biti še piš č biti,0,1,0,3,1,-1
biti nlb celje banek nlb banek banek koper last z celje nlb z banka nlb in,0,1,0,2,0,0
banek celje koper gorenjska celje banek gorenjska banka,0,1,0,3,1,-1
banek koper banka nov v abanka in banka pa o,0,1,0,3,1,-1
probanka vip in hypa molčečnost v in gorenjska banka,0,1,0,3,1,-1
abanka vip in banek najvelik,0,1,0,3,1,-1
energetski spleten stran unija biti v država članica daleč največ,0,1,0,3,1,-1
zemeljski plin imeti slediti pa slediti pa in kitajska arabski emirati in z uran kazakhstan južnoafriški republika,1,0,0,4,0,1
slediti pa in katar manj zaloga imeti še nekaj,1,0,0,4,0,1
pa iran in pra zaloga,1,0,0,4,0,1
na prvi mesto slediti pa kanada in brazilija,1,0,0,4,0,1
pa rusija in zalog nafta,1,0,0,4,0,1
jesti največ v arabija skoraj,1,0,0,4,0,1
jesti zaloga v od 4,1,0,0,4,0,1
se zvrstiti še venezuela,1,0,0,4,0,1
še kuvajti združen arabski,1,0,0,4,0,1
venezuela arabski emirati in,1,0,0,4,0,1
pa biti bogat kazakhstan,1,0,0,4,0,1
bogat avstralija rusija,1,0,0,4,0,1
rusija republika kanada,1,0,0,4,0,1
južnoafriški republika zda in,1,0,0,4,0,1
zda in objaviti biti,1,0,0,4,0,1
tak energija proizvesti sled španija on proizvesti vodilen slovenija jesti,1,0,0,4,0,1
nemčija sled na tretji,1,0,0,4,0,1
tretji mesto jesti ki pa,1,0,0,4,0,1
vodilen nemčija jesti na ta,1,0,0,4,0,1
naroden banka rohatinski hrvaški naroden banka pravi da list izjaviti guverner naroden banka hnb naroden banka hnb rohatinski noben jesti izjaviti p naš jesti dejati guverner dodati jesti jesti še izjaviti dejati jesti jesti dejati jutranji list,0,1,0,3,1,-1
da jesti pripravljen na pogajanje nov ljubljanski banka jesti pripravljen na da biti poskusiti prepričati da biti zavrniti sodelovanje 2002 neuspešen pa jesti nato,0,1,0,3,1,-1
pogajanje glede dolg ljubljanski banka do da biti dobiti dovoljenje za vgraditi rešitev problem v hrvaški pogajanje poskusiti vnesti problem v hrvaški pogajanje kjer imeti kot pravi,0,1,0,1,0,0
preostal država nekdanji nov ljubljanski ostal država nekdanji pripravljen na obnovitev,1,0,0,3,1,-1
pogajanje pod pokroviteljstvo za mednaroden poravnava poravnava v baslo nemogoč pa pogajanje pod pokroviteljstvo kar jesti pogajanje v okvir odpreti za slovenija pogajanje pod pokroviteljstvo let 2001 in,0,1,0,3,1,-1
mednaroden poravnava v bis nemogoč,1,0,0,3,1,-1
jesti za današnji list izjaviti guverner dejati rohatinski list navajati,0,1,0,3,1,-1
da poskušati vgraditi rešitev problem uraden biti spet poskusiti vnesti bis odpreti za občutljiv vprašanje bih ta način poskušati prestaviti proces na,1,0,0,2,0,0
hrvaški pogajanje z unija t hrvaški pogajanje z tokrat v,0,1,0,3,1,-1
slovenija občutljiv vprašanje kjer imeti,1,0,0,3,1,-1
biti ne predstavnikov ne vegrada da jesti vedeti da biti se z in vegrad dogovoriti ljubljana v se sestanek menda zarada odsotnost se sestanek biti sodelovanje z jesti ključen podizvajalec da jesti sodelovanje ključen za rešitev ta stanovanje imeti še vedno hipoteka da jesti sodelovanje ključen medtem imeti izbrisen pobotnica podizvajalec biti imeti v last in nadzoren v pogodba med in vegrad vegrada naložba ter in hypa banka,0,1,0,2,0,0
predstavnikov nlb ne p trditev z nlb in dogovoriti za plačilo udeležiti tudi predstavnik sodelovanje z da jesti nalog in podizvajalec žeti umakniti pa naj biti da jesti nalog in podizvajalec odločen da ki on celovški dvor pa z zaključek med nlb in poleg ta se podizvajalec z radi dogovoriti za ever ker imeti denar kar pa breza banka zopet ne mora namreč imeti nit dogovoriti da dokler ne pogoj da lahek stanovanje predati ki jesti oda kupiti 419 stanovanje banka in ne jesti dejati da jesti bolj pripravljen na pomoč podjetje imeti oda začetek potrditi velik lastnica pdp in vegrada,0,1,0,2,0,0
za plačilo požar sestanek v zamujati p beseda podizvajalec delati napovedati p beseda imeti dokaz jesti opozorilo rešitev na jesti opozorilo m se,0,0,1,3,1,-1
se udeležiti predstavnik podizvajalec zaključen del,0,1,0,3,1,-1
gradbeništvo in predstavnik občina ljubljana predstavnik mesten občina v nlb beseda predstavnik občina tomažina iz občinski,0,1,0,3,1,-1
velik lastnica vegrada in vegrada naložba,0,1,0,3,1,-1
vegrada pdp in naložba ter nlb,0,1,0,3,1,-1
ter nlb in banka,0,1,0,3,1,-1
biti objaviti podatek,1,0,0,3,1,-1
trg v regija evropa med,1,0,0,3,1,-1
posojilo družba mercator biti z škoda družba in mercator med,0,1,0,2,0,0
biti tudi petrola,0,1,0,2,0,0
tudi istrabenz vegrada,0,1,0,2,0,0
petrola petrol,0,1,0,2,0,0
vegrada engrotuš,0,1,0,2,0,0
petrol merkura,0,1,0,2,0,0
engrotuš kd group,0,1,0,2,0,0
merkura group in merfin,0,1,0,2,0,0
kd group in zavajanje ali,0,1,0,2,0,0
domagoj margetić fota zgodba na prvi,0,1,0,3,1,-1
škoda iz slovenija biti za iz banka biti za naj biti v slovenija že zbirati biti v banka že zbirati pritožba,0,1,0,3,1,-1
slovenija biti za potrditi da,0,1,0,3,1,-1
zadnji mesec v skleniti za biti iti v s posel jesti graditi po jesti povedati,1,0,0,3,1,-1
poudarjati prvi mož ivana zidar prvi mož sct zidar ivana ivana zidar zidar zadnji pogodba jesti povedati gra za jesti povedati slovenski diplomacija jesti povedati n projekt dejati prvi mož,0,1,0,4,0,1
sicer med mesto abjar in al,1,0,0,3,1,-1
al abjar in marje ter sabh,1,0,0,3,1,-1
al marje ter zvela sct,1,0,0,3,1,-1
del projekt vrata vreden 330 na projekt vrata ki biti,1,0,0,3,1,-1
številen delavec iz in precejšen del,1,0,0,3,1,-1
imeti nov predsednik tudi da ohraniti celovit upraven stavba v kranj nadzoren skupščina sporočiti iz biti se lastnik in vodstvo ob načelen podpora bolje da group ohraniti svoj blago prodaja group jesti tak praviti v kota praviti v divizija in mersteel pa sprememba v vodstvo zat biti pa biti v prevzeti drug zadolžitev da podpreti ohranitev kot celota z lastniški struktura in ali biti najti rešitev za razmera v merkur merkura razmera v biti po beseda morala v primer čim prej sestati poslovanje družba iz menedžerski model menedžerski model lastninjenje jesti oceniti kot velik kordež biti prevzeti v ohranitev vodstven struktura n vprašanje se menedžerski prevzem biti izšel drug menedžer prevzeti biografija in let v jesti zaposlen oda skupaj z vodilen november 2007 izvedeti izvedeti menedžerski prevzem z namen odstotek družba iz nato pa namera za prevzem in mesec kasneje biti za delnica ponuditi 405 ever biti iz lastništvo iztisniti še mali merkur prevzem jesti biti velik prevzem menedžer biti namreč en senca na prevzem nekolik vreči dejstvo da jesti biti kupljen v sklad,0,1,0,3,1,-1
